"num","name","url","info","likes","genre","img","administrators","bio","albums"
"","eluzian","http://www.rockit.it/eluzian","Band, Messina, Sicilia","1","Rock, Pop, Electro ","url(/thumb700x250/foto/95981.jpg)","[""/user/eluzian""]","\n<div class=""content-rece""><p>eluzian is a musical project conceived, developed and produced by Giuseppe Doni.  &#xA9; All rights reserved</p> <p><a href=""http://facebook.com/eluzian"" target=""_blank"" rel=""nofollow"">http://facebook.com/eluzian</a><br>\n<a href=""http://youtube.com/user/eluzian"" target=""_blank"" rel=""nofollow"">http://youtube.com/user/eluzian</a><br>\n<a href=""http://eluzian.bandcamp.com/"" target=""_blank"" rel=""nofollow"">http://eluzian.bandcamp.com/</a><br>\n<a href=""http://soundcloud.com/eluzian"" target=""_blank"" rel=""nofollow"">http://soundcloud.com/eluzian</a><br>\n<a href=""http://reverbnation.com/eluzian"" target=""_blank"" rel=""nofollow"">http://reverbnation.com/eluzian</a><br>\n<a href=""http://eluzian.com/"" target=""_blank"" rel=""nofollow"">http://eluzian.com/</a></p></div>\n","[{""name"":""Infinitismi"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17370.jpg"",""link"":""http://www.rockit.it/eluzian/album/infinitismi/17370""}]"
"","Elvenking","http://www.rockit.it/elvenking","Band, Friuli Venezia Giulia","0","Metal ","url(/thumb700x250/foto/78219.jpg)","[""/recensione/7750/elvenking-the-scythe""]","\n<div class=""content-rece""></div>\n","[{""name"":""Two Tragedy Poets (...And A Caravan Of Weird Figures)"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31256.jpg"",""link"":""http://www.rockit.it/elvenking/album/two-tragedy-poets-and-a-caravan-of-weird-figures/31256""},{""name"":""The Scythe"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/7750.jpg"",""link"":""http://www.rockit.it/elvenking/album/the-scythe/7750""},{""name"":""Wyrd"",""date"":"" 2004 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31255.jpg"",""link"":""http://www.rockit.it/elvenking/album/wyrd/31255""},{""name"":""Heathenreel"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31254.jpg"",""link"":""http://www.rockit.it/elvenking/album/heathenreel/31254""},{""name"":""To Oak Woods Bestowed"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/elvenking/album/to-oak-woods-bestowed/31257""},{""name"":""The Winter Wake"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/elvenking/album/the-winter-wake/31258""},{""name"":""Winter's Wake"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/elvenking/album/winters-wake/31259""}]"
"","Elvis Genius","http://www.rockit.it/elvisgenius","Band, Puglia","0","Rock'n'roll, Punk, Hardcore ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Elysium","http://www.rockit.it/elysium","Band, Orvieto (TR), Umbria","0","Gotico ","url(/thumb700x250/foto/116707.jpg)","[""/user/monetinimarco""]","\n<div class=""content-rece""><p>..........</p> <p>..............</p></div>\n","[{""name"":""Nobody Know"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/32656.jpg"",""link"":""http://www.rockit.it/elysium/album/nobody-know/32656""},{""name"":""Feedback"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/elysium/album/feedback/31260""},{""name"":""Dreamlands"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/elysium/album/dreamlands/31261""},{""name"":""Eclipse"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/elysium/album/eclipse/31262""}]"
"","Emancipated Girls","http://www.rockit.it/emancipatedgirls","Band, Lombardia","0","Punk ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Emancquea","http://www.rockit.it/emancquea","Band, Sardegna","0","Alternativo, Acustico, Patchanka ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Emanno Ferrari & Il Sole di Hiroshima","http://www.rockit.it/ermannoferrari","Band, Trentino Alto Adige","0","Rock, Indie ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/ermannoferrari""]","\n<div class=""content-rece""></div>\n","[]"
"","Emanuele Avverso","http://www.rockit.it/emanueleavverso","Band, Napoli, Campania","0","Rock, Cantautore, Blues ","url(/thumb700x250/foto/124771.jpg)","[""/user/EmanueleAvverso""]","\n<div class=""content-rece""><p>Emanuele Giuseppe Avverso (in arte Emanuele Avverso) &#xE8; noto essere un chitarrista/cantante/compositore Campano nel genere del blues e del rock. E&apos; influenzato principalmente da Stevie Ray Vaughan,Albert King e John Mayer.<br>\nHa conseguito il diploma nel 2012, dopodich&#xE9; ha lavorato come elettricista. Nel 18 settembre 2014 si &#xE8; trasferito in Australia dove ha avuto modo di intraprendere maggiori esperienze lavorative e artistiche. La sua grande passione per la musica, e i suoi tanti anni di pratica e gavetta per i locali, associati alla sua avventura in Australia hanno sicuramente permesso la realizzazione del suo primo Ep chiamato: &quot;In my way&quot;. Il 29 ottobre 2015 esce In my way, composto da 4 brani inediti; essi sono frutto di un percorso (appunto In my way) dove &#xE8; espressa tutta la tecnica appresa in questi anni, l&apos;esperienza lavorativa, il viaggio e la passione per il blues.</p></div>\n","[{""name"":""In My Way (ep)"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/34399.jpg"",""link"":""http://www.rockit.it/emanueleavverso/album/in-my-way-ep/34399""}]"
"","Emanuele Bavieri","http://www.rockit.it/ema78","Band, Lucca, Toscana","0","Cantautore, Progressive, Folk ","url(/thumb700x250/foto/39749.jpg)","[""/user/ema78""]","\n<div class=""content-rece""><p>Emanuele Bavieri (8 gennaio 1978 - vivente) &#xE8; un cantautore, interprete ed esecutore italiano &#x2022; Emanuele Bavieri (8 Janvier de 1978) est auteur de textes de chansons et ex&#xE9;cutant italien &#x2022; Emanuele Bavieri (January 8th, 1978) Is Singer Songwriter and Italian Performer &#x2022;</p></div>\n","[]"
"","Emanuele Bavieri","http://www.rockit.it/emanuelebavieri","Band, Toscana","0","Pop, Blues, Rockabilly ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/theflyingcats""]","\n<div class=""content-rece""><p>Esegue oltre a brani originali di Alan Dammit circa un 20% di cover anni &apos;50 e/o di swing. Elvis Presley, Bill Haley, Fats Domino, Jerry Lee Lewis, Chuck Berry. Ha partecipato in veste di cantante al CD di Alan Dammit &quot;Let The Good Times Rock And Roll&quot; Il cui titolo si riferisce ironicamente alla incapacita&apos; dei tempi correnti di apprezzare la filosofia positiva del rock and roll. Il Disco &#xE8; stato pubblicato da MaccioSoft Multimedia.</p></div>\n","[]"
"","Emanuele Ciampini","http://www.rockit.it/junior78","Band, Liguria","0","Rock, Pop ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/junior78""]","\n<div class=""content-rece""></div>\n","[{""name"":""Prigioniero della Libertà"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/junior78/album/prigioniero-della-liberta/11285""}]"
"","Emanuele Di Pasquale","http://www.rockit.it/emanueledipasquale","Band, Avezzano (AQ), Abruzzo","0","Sperimentale, Rock, Blues ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/20928/emanuele-di-pasquale-scalzi-e-laceri-eppure-felici"",""/user/e.d.p.""]","\n<div class=""content-rece""><p>L&apos;energia rock di una band, suoni blues predominanti che vanno ad intrecciarsi a ritmi reggae e funky, poi un pizzico di jazz...rock&apos;n&apos;roll insomma...</p> <p>Emanuele Di Pasquale: voce chitarra armonica<br>\nDamiano Notarpasquale: sassofono tromba trombone flicorno<br>\nCarlo Morgante: batteria e percussioni<br>\nFranco Torti: chitarra elettrica effetti<br>\nDavide Pisegna: basso<br>\n<br>\nIl primo album in uscita alla fine del 2012 si intitola &quot;Scalzi e laceri eppure felici&quot;, scaricabile su tutti gli store digitali.<br>\nTracklist: <br>\n1. Il mio nome &#xE8; Roberto e faccio lo scrittore<br>\n2. Africa<br>\n3. Kinskenskunskens show<br>\n4. Non ci sei mai<br>\n5. Puoi sentirmi<br>\n6. Piazza della libert&#xE0;<br>\n7. Semola<br>\n8. L&apos;uomo che voleva raggiungere l&apos;orizzonte<br>\n9. Combattenti clandestini<br>\nPer qualsiasi informazione su concerti, video, novit&#xE0; seguiteci sulla pagina ufficiale di facebook: <br>\n<a href=""http://www.facebook.com/emanueledipasquale.music"" target=""_blank"" rel=""nofollow"">http://www.facebook.com/emanueledipasquale.music</a><br>\ne sul canale ufficiale di Youtube:<br>\n<a href=""http://www.youtube.com/user/emanueledipasquale"" target=""_blank"" rel=""nofollow"">http://www.youtube.com/user/emanueledipasquale</a></p></div>\n","[{""name"":""Scalzi e laceri eppure felici"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20928.jpg"",""link"":""http://www.rockit.it/emanueledipasquale/album/scalzi-e-laceri-eppure-felici/20928""}]"
"","Emanuele Giunti e Orchestra 900","http://www.rockit.it/orchestra900","Band, Roma, Lazio","0","Cantautore, Strumentale, Patchanka ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/orchestra900""]","\n<div class=""content-rece""></div>\n","[{""name"":""I Canti della Luna"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/orchestra900/album/i-canti-della-luna/9004""}]"
"","Emblema","http://www.rockit.it/emblema","Band, Gambettola (FC), Emilia Romagna","0","Post-Rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/emblema""]","\n<div class=""content-rece""></div>\n","[]"
"","EmblemaOfficial","http://www.rockit.it/emblemaofficial","Band, Torino, Piemonte","0","Rock, Hard Rock, Alternativo ","url(/thumb700x250/foto/115179.jpg)","[""/user/tamtamprodcution""]","\n<div class=""content-rece""><p>Da una serie di influenze musicali derivanti prevalentemente dal rock e dal metal (senza disdegnare le sonorit&#xE0; pop e fusion) &#xE9; nato il sound di questa band, la cui attuale line up risale al 2009.<br>\nIl primo album &#x201C;Not Too Late&#x201D; &#xE9; uscito nell&#x2019;estate 2015, distribuito da Tam Tam Production su tutte le principali piattaforme digitali.<br>\nGli Emblema continuano a calcare i palchi di Torino e provincia portando in giro un sound che riscuote consensi.</p></div>\n","[{""name"":""Not Too Late"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/30831.jpg"",""link"":""http://www.rockit.it/emblemaofficial/album/not-too-late/30831""}]"
"","Embrace","http://www.rockit.it/embrace","Band, Lombardia","0","Metal, Hardcore, Crossover ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/news/bollente-settimana-rolling-stones""]","\n<div class=""content-rece""></div>\n","[{""name"":""This New Day"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31919.jpg"",""link"":""http://www.rockit.it/embrace/album/this-new-day/31919""},{""name"":""Out Of Nothing"",""date"":"" 2004 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31734.jpg"",""link"":""http://www.rockit.it/embrace/album/out-of-nothing/31734""},{""name"":""Fireworks: The Singles 1997-2002"",""date"":"" 2002 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/embrace/album/fireworks-the-singles-1997-2002/31961""},{""name"":""If You've Never Been"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31736.jpg"",""link"":""http://www.rockit.it/embrace/album/if-youve-never-been/31736""},{""name"":""Drawn From Memory"",""date"":"" 2000 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31735.jpg"",""link"":""http://www.rockit.it/embrace/album/drawn-from-memory/31735""},{""name"":""The Good Will Out"",""date"":"" 1998 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31263.jpg"",""link"":""http://www.rockit.it/embrace/album/the-good-will-out/31263""}]"
"","Embrace the Universe","http://www.rockit.it/embracetheuniverse","Band, Veneto","0","Sperimentale, Post-Rock, Shoegaze ","url(/thumb700x250/foto/85194.jpg)","[""/recensione/24712/embrace-the-universe-a-dim-glare-hovers-in-the-gloomy-night"",""/user/EmiUniverse""]","\n<div class=""content-rece""><p>Ci piacciono i riverberi, i delay ed i paesaggi invernali.</p> <p>Embrace the Universe &#xE8; un progetto nato in un&apos;imprecisata data del 2012 come un semplice sfogo creativo, all&apos;interno di un piccolo home-studio, provando a sperimentare in totale libert&#xE0; nuovi paesaggi sonori, componendo una manciata di canzoni che mescolano sognanti atmosfere post-rock, con delicate vertigini<br>\nelettroniche, fino a sfociare dentro cupi animi new-wave, dove voci malinconiche e sussurrate sembrano volersi nascondere in totale solitudine.<br>\nEmbrace the Universe si avvantaggia del background ed eclettismo dei suoi membri, per mantenere un flusso creativo asimmetrico affiancato alla costante ricerca di sottili ed emozionali atmosfere, come se volessero dare, canzone dopo canzone, un senso di disequilibrio, alle sensazioni uditive ed inconsce dell&apos;ascoltatore</p></div>\n","[{""name"":""A dim glare hovers in the gloomy night"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24712.jpg"",""link"":""http://www.rockit.it/embracetheuniverse/album/a-dim-glare-hovers-in-the-gloomy-night/24712""}]"
"","Embrio","http://www.rockit.it/embrio","Band, Roma, Lazio","0","Rock, Grunge, Alternativo ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/embrio""]","\n<div class=""content-rece""></div>\n","[]"
"","Embrione","http://www.rockit.it/embrione","Band, Lazio","0","Sperimentale, Psichedelico, Progressive ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Embryo","http://www.rockit.it/embryo","Band, Lombardia","0","Metal ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","Emera","http://www.rockit.it/emera","Band, Lombardia","0","Punk ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/emera""]","\n<div class=""content-rece""></div>\n","[]"
"","Emerald Shines","http://www.rockit.it/emeraldshines","Band, Veneto","0","Rock, Pop ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/emeraldshines""]","\n<div class=""content-rece""></div>\n","[]"
"","eMica","http://www.rockit.it/emica","Band, ceglie messapica (BR), Puglia","5","Rock, Indie, Alternativo ","url(/thumb700x250/foto/18394.jpg)","[""/user/emica""]","\n<div class=""content-rece""><p>Un groove coinvolgente, toni caldi e punte di dissonanze impetuose, voce impeccabile e stoppate sfuggenti caratterizzano lo stile degli eMica, trio accattivante dove il basso lega in perfetta armonia, scaraventando sull&apos;ascoltatore, i ritmi ricercati e sfaccettati della batteria e i fraseggi scomposti della chitarra elettrica. Sempre alla ricerca di nuovi suoni, improntati sull&apos; enfatizzazione dello strumento, con una presenza nulla dell&apos;elettronica, il perno centrale &#xE8; la persuasione emozionale, testo e musica comunicano all&apos;unisono. Il progetto, nato nell&apos;inverno del 2006, &#xE8; frutto di un lavoro di ricerche di Gianluigi (basso e voce) che con l&apos;aiuto dei primi componenti degli eMica (Francesco e Stefano) arrangia i primi pezzi plasmando cos&#xEC; la linea guida caratterizzante. A seguito di alcune problemi essenzialmente pratici, i componenti degli eMica variano, fino a quando, nel settembre 2007, Gianluigi propone il progetto a Saverio (batteria) e a Mauro (chitarra elettrica) che immediatamente si catapultano, con il corpo e con la mente negli eMica. Tre componenti fortemente eclettici e poliedrici, con ascolti differenti, si ricongiungono perfettamente negli eMica&#x2026; come se pensassero tutti e tre con lo stesso cervello. Hanno la mente &quot;eMica&quot;, il loro pensiero &#xE8; &quot;eMica&quot;, suonano &quot;eMica&quot;, vivono la musica in maniera &quot;eMica&quot;. Dal vivo esprimono tutto quello che il pezzo vuol far trasparire&#x2026; diventano un tutt&apos;uno con la loro musica e fanno si che la loro musica diventi un tutt&apos;uno con il pubblico.</p></div>\n","[{""name"":""Punti di vista"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/emica/album/punti-di-vista/12032""},{""name"":""eMica"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/emica/album/emica/9664""}]"
"","Emidio Clementi","http://www.rockit.it/emidioclementi","Band, reggio emilia (RE), Emilia Romagna","13","Elettronico, Post-Rock, Ambient ","url(/thumb700x250/foto/103370.jpg)","[""/intervista/sorge-intervista-clementi-caldera"",""/articolo/10-pezzi-massimo-volume-selezione"",""/news/uscita-album-sorge-tempesta-guerra-domani"",""/user/vessel""]","\n<div class=""content-rece""><p>Emidio Clementi &#xE8; cantante, bassista, scrittore, fondatore e autore dei Massimo Volume.</p> <p>Emidio Clementi ha sempre diviso la sua produzione artistica tra scrittura e musica, almeno da quando, agli inizi degli anni &apos;90, fonda i Massimo Volume (voce e basso), con cui pubblica otto album in studio, l&apos;ultimo dei quali &quot;Aspettando i Barbari&quot; (La Tempesta Dischi) nel 2013.Nel tempo, la scrittura prender&#xE0; sempre maggior spazio tanto che, nel 1997, pubblica il suo primo libro &quot;Gara di Resistenza&quot; (Gamberetti), seguito da altri cinque tra romanzi e raccolte di racconti, l&apos;ultimo dei quali, &quot;La ragione delle mani&quot; &#xE8; pubblicato da Playground/Fandango. Emidio promuove i suoi libri sopratutto attraverso reading a cavallo tra musica e scrittura che lo caratterizzano come un interprete unico nel suo genere.<br>\n&quot;Notturno Americano&quot; &#xE8; il primo reading che Emidio Clementi pubblica in versione integrale e lo fa riproponendo non solo testi suoi ma anche di Emanuel Carnevali.</p></div>\n","[{""name"":""Live @ 75 beat"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29613.jpg"",""link"":""http://www.rockit.it/emidioclementi/album/live-75-beat/29613""},{""name"":""Notturno Americano"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/28703.jpg"",""link"":""http://www.rockit.it/emidioclementi/album/notturno-americano/28703""}]"
"","Emile Rivera","http://www.rockit.it/ermusic","Band","0","Cantautore, Rock, Indie ","url(/thumb700x250/foto/20409.jpg)","[]","\n<div class=""content-rece""></div>\n","[{""name"":""Cobalt Ruins"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/11096.jpg"",""link"":""http://www.rockit.it/ermusic/album/cobalt-ruins/11096""}]"
"","Emiliano Deferrari","http://www.rockit.it/emilianodeferrari","Band, Lazio","0","Rock, Progressive, Jazz ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/emilianodeferrari""]","\n<div class=""content-rece""></div>\n","[]"
"","Emiliano Mazzoni","http://www.rockit.it/emilianomazzoniband","Band, Piandelagotti (MO), Emilia Romagna","2","Cantautore, Alternativo ","url(/thumb700x250/foto/100865.jpg)","[""/recensione/26461/emiliano-mazzoni-cosa-ti-sciupa"",""/user/EmilianoMazzoni""]","\n<div class=""content-rece""><p>Cantautore</p> <p>Emiliano Mazzoni &#xE8; un cantante/autore Modenese, di Piandelagotti con precisione, un paese di montagna a 1200 metri.<br>\nInizia la sua faccenda musicale intorno agli anni 2000 fondando gli InLimine (che arriveranno fino ad Arezzo Wave nel 2004 e dando alla luce ad un cd autoprodotto) e successivamente i Comedi Club con tre dischi autoprodotti, numerose apparizioni nei festival nazionali fino ad un minitour europeo nel 2010.<br>\nL&#x2019;esperienza solista inizia nel 2011.<br>\nDopo la decisione di rimanere per un po&#x2019; gi&#xF9; dai palchi con i Comedi ed alcuni concerti/test in versione voce e pianoforte, inizia la costruzione del primo disco, cooprodotto assieme a Luca Rossi (ex Ustmamo) e registrato tutto a Piandelagotti.<br>\n&#x201C;Ballo sul posto&#x201D; &#xE8; il primo cd nato da questa esperienza. Nel 2014, sempre con l&apos;aiuto di Luca Rossi, pubblica il secondo disco &#x201C;Cosa ti sciupa&#x201D; su etichetta Gutenberg Records Primigenia Produzioni Musicali.<br>\nEmiliano Mazzoni vorrebbe essere un progetto cantautorale nella forma pi&#xF9; classica, in completa libert&#xE0; di genere, ma con naturalmente alla base il background di un&#x2019;appartenenza alla scena rock underground ed una strizzatina d&#x2019;occhio ai grandi cantautori e balladisti nazionali ed esteri.</p></div>\n","[{""name"":""Cosa ti sciupa"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26461.jpg"",""link"":""http://www.rockit.it/emilianomazzoniband/album/cosa-ti-sciupa/26461""},{""name"":""Ballo sul posto"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20246.jpg"",""link"":""http://www.rockit.it/emilianomazzoniband/album/ballo-sul-posto/20246""}]"
"","Emiliano Melis","http://www.rockit.it/emilianomelis","Band, Piemonte","0","Cantautore, Rock, Indie ","url(/thumb700x250/foto/1892.jpg)","[""/recensione/2509/emiliano-melis-anestetico-sentimentale"",""/user/emilianomelis""]","\n<div class=""content-rece""></div>\n","[{""name"":""Anestetico sentimentale"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2509.jpg"",""link"":""http://www.rockit.it/emilianomelis/album/anestetico-sentimentale/2509""}]"
"","Emiliano Ricotta","http://www.rockit.it/emilianoricotta","Band, Lazio","0","Cantautore, Rock, Acustico ","url(/thumb700x250/foto/1988.jpg)","[""/user/rc262099t""]","\n<div class=""content-rece""><p>Sono nato a Roma il 16 luglio 1974. Ho coltivato da sempre interessi musicali, in particolare per i cantautori italiani. Sono iscritto, in qualit&#xE0; di autore e compositore melodista, alla SIAE dove ho depositato i brani raccolti nel CD &quot;Frammenti&quot;. I brani sono stati da me arrangiati, suonati e cantati (tutte le voci) utilizzando un micro-studio di registrazione basato su PC. Le mie canzoni trattano di vita quotidiana; alcune di esse sono una rivisitazione dell&apos; universo adolescenziale del quale non ho perso la poesia del ricordo. Finora ho composto circa 52 brani completi di testo e musica.</p></div>\n","[]"
